Unnamed: 0,authors,published_date,description,isbn_10,isbn_13,page_count,categories,maturity_rating,language,join_isbn_10
,['Italo Svevo'],1985,""" Italo Svevo "" (pseudónimo con el que Aron Hector Schmitz quiso recalcar su componente italo-alemana) nació en Trieste, en 1869, y murió en 1928. Estudió en Alemania, y trabajó en la banca, en su ciudad natal. La primera edición de «La conciencia de Zeno» (1923) tuvo que pagarla el mismo Svevo, y de hecho la fama no le alcanzó hasta después de su muerte. Esta novela revela en parte la seducción por las doctrinas de Freud, pero fundamentalmente es una cala irónica y autobiográfica en la condición del hombre. Joyce (a la sazón en Trieste) saludó con alegría su aparición, y contribuyó a su difusión fuera de Italia.",8437605679,9788437605678,488.0,['Fiction'],NOT_MATURE,es,8437605679
,,,,,,,,,,0821767712
,['Joy Reed'],1997,"Spending the summer with an irrepressible cousin, spinster Jane Reynolds believes that the two eligible bachelors who arrive are interested in her cousin, until one of them starts courting her. Original.",0821755757,9780821755754,260.0,['Fiction'],NOT_MATURE,en,0821755757
,['Hesiod'],1999,"This new, fully-annotated translation by a leading expert on Hesiodic poems combines accuracy with readability and includes an introduction and explanatory notes on these two works by one of the oldest known Greek poets. The Theogony contains a systematic genealogy and account of the struggles of the gods, and the Works and Days offers a compendium of moral and practical advice for a life of honest husbandry.",0192839411,9780192839411,116.0,['Literary Criticism'],NOT_MATURE,en,0192839411
,['Jane Powell'],1988,"A musical-comedy star discusses her career, from her early childhood stardom to her work with such greats as Fred Astaire, and describes the personal heartbreaks she has endured and her new and happy life",0688067573,9780688067571,253.0,['Actors'],NOT_MATURE,en,0688067573
,,,,,,,,,,2290051578
,['Norman Cousins'],2001-10-02,Tells of how engaging to the fullest a patient's own capabilities for overcoming illness resulted in a recovery from a crippling and supposedly irreversible disease.,PSU:000047000483,,200.0,['Health & Fitness'],NOT_MATURE,en,0393041905
,['Juan Rulfo'],1996,,8408001795,9788408001799,235.0,['Foreign Language Study'],NOT_MATURE,es,8408001795
,,,,,,,,,,2207248585
,"['Bettie B. Youngs', 'Jennifer Leigh Youngs']",2002-04,"Suggests how to develop coping skills, build problem-solving skills, think positively, maintain healthy habits, and form relationships in order to survive stressful situations.",9781558749610,1558749616,382.0,['Juvenile Nonfiction'],NOT_MATURE,en,1558749616
,['Virginie Despentes'],1999,""" Nue devant la glace elle regardait ce gros corps, cette montagne de graisse. Il ne ressemblait à rien. Même pas une femme, rien qu'un gros sac. A mi-voix elle se répétait : "" Sale grosse truie, putain de sale grosse truie, grosse vache. "" Les yeux pleins de larmes parce qu'il s'agissait bien d'elle ""... Evocations tranchantes d'un quotidien noir, de drames intimes ou de rêves inquiétants... Ces nouvelles disent violemment la Femme dans son désir ou son refus du désir, dans ses colères, ses hontes inavouées, ses excès d'amour ou sa folie meurtrière... La Femme blessée, humiliée ou bien vengeresse et autodestructrice. Le Femme humaine... Trop humaine ?",2277303089,9782277303084,122.0,,NOT_MATURE,fr,2277303089
,['Serge Joncour'],2001-01-01,"Ça aurait duré un milliardième de seconde. Votre ami de vingt ans, avec un sourire presque mystique, vous annonce qu'il vient de rencontrer Dieu. A la sortie du Monoprix, un SDF vous tend son journal. Vous avez les mains prises avec des paquets. Il propose de fouiller vos poches pour trouver la monnaie. Lors d'un repas d'anniversaire, votre nièce veut vous photographier. Vous devez prendre la pose. Elle gâchera la soirée avec son flash. En quarante-quatre tableaux, Serge Joncour traque d'autres instants de gêne ordinaire. Fugitifs, déconcertants, ils jaillissent de la vie quotidienne. Après, rien n'est plus pareil. Le vers du doute est dans le fruit de la tranquillité. Autrement dit : un écrivain cruel vous rappelle à vos souvenirs. Serge Joncour est l'auteur de deux romans : Vu (Le dilettante) et Kenavo (Flammarion).",2080680803,9782080680808,216.0,,NOT_MATURE,fr,2080680803
,,,,,,,,,,670030678
,,,,,,,,,,2845880146
,,,,,,,,,,704370492
,,,,,,,,,,1559277238
,,,,,,,,,,805238522
,,,,,,,,,,263819442
,,,,,,,,,,345394755
,,,,,,,,,,460882120
,,,,,,,,,,590762699
,"['Mīkhāʼīl Nuʻaymah', 'Mikhail Naimy']",2002,"This much loved classic of spiritual literature which has touched the hearts of so many readers, continues to show new generations how it is possible to expand one's consciousness, to uncover God in man by dissolving man's sense of duality.",1842930389,9781842930380,196.0,"['Body, Mind & Spirit']",NOT_MATURE,en,1842930389
,,,,,,,,,,887766137
,,,,,,,,,,263781399
,,,,,,,,,,744582326
,['Marc Villard'],2001,""" Dur sur l'homme, sobre au sol, royal dans les airs "", tel était Robert Jonquet, demi-centre de la grande équipe de Reims. Telle est aussi l'écriture de Marc Villard, poète, nouvelliste et romancier qui aborde ici un genre rare et périlleux : la nouvelle à caractère autobiographique, à travers une succession de clichés pris sur le vif - le vif du sujet bien entendu. Il en naît un personnage, l'auteur, un peu à la manière dont Woody Allen se met en scène. Car ces nouvelles sont souvent drôles, voire burlesques - l'homme n'est pas de ceux qui ménagent leur personnage -, parfois discrètement pathétiques. Avec cette vivacité, cette acidité qui caractérisent celui dont on a dit qu'il manie la plus belle plume du roman noir français.",2070414485,9782070414482,173.0,['Fiction'],NOT_MATURE,fr,2070414485
,,,,,,,,,,721410057
,,,,,,,,,,760701776
,,,,,,,,,,553202871
,,,,,,,,,,684106663
,,,,,,,,,,848810953
,,,,,,,,,,812910818
,,,,,,,,,,486423832
,,,,,,,,,,155055259
,,,,,,,,,,300042078
,,,,,,,,,,393950506
,['K. E. Sullivan'],2001,"A collection of Greek tales, vividly retold and illustrated by an intriguing array of paintings, etchings and illustrations.",1860192076,9781860192074,128.0,['Folklore'],NOT_MATURE,en,1860192076
,,,,,,,,,,9507240349
,['Federico García Lorca'],2001-01,"LA ZAPATERA PRODIGIOSA, contrariamente a YERMA, viene a ser un intermedio, un divertimento, pero de la mas fina calidad. Corresponde a la modalidad de lo que pudieramos llamar teatro de camara, y en efecto su origen fue este, ya que se estreno en el club Anfistora de Madrid, en 1930.",9500300850,9789500300858,117.0,['Fiction'],NOT_MATURE,es,9500300850
,,,,,,,,,,9500305402
,,,,,,,,,,670888729
,,,,,,,,,,374155240
,"['Tome', 'Janry']",2003,"Pour le petit Spirou, chaque jour est un pas de plus dans l'apprentissage de la vie : nouvelles découvertes et expériences impertinentes, poétiques, surprenantes et hilarantes... il n'est pas prêt d'arrêter ses bêtises !",2800132922,9782800132921,46.0,['bandes dessinées'],NOT_MATURE,fr,2800132922
,,,,,,,,,,61000256
,,,,,,,,,,764508954
,,,,,,,,,,553263684
,,,,,,,,,,2708229532
,['Mark B Weiss'],2003-03-01,"The Everything. Homebuying Book, 2nd Edition is specially designed for anyone who is overwhelmed by the daunting process of buying a home. It takes you step by step through the process and provides practical advice for getting the most for your money and making the right decisions for you and your family.",1580628095,9781580628099,352.0,['Business & Economics'],NOT_MATURE,en,1580628095
,,,,,,,,,,553052055
,,,,,,,,,,395484006
,,,,,,,,,,811808742
,,,,,,,,,,749915374
,"['A. M. R. Agur', 'Ming J. Lee', 'John Charles Boileau Grant']",1999,"This text has been used for over 50 years by students doing lab work. This new edition includes increased sizing of many figures, more information on neuroanatomy, and new features such as tables on muscles and an MRI section at the end of each chapter.",UOM:39015047473593,,792.0,['Medical'],NOT_MATURE,en,0683302647
,,1976,,OCLC:605370549,,124.0,,NOT_MATURE,en,0804709181
,['Stephen Coote'],1999,"In the PENGUIN STUDY NOTES series and originally published as ORWELL'S ANIMAL FARM, a study guide to the novel, aimed at those preparing for the GCSE examination. It includes character studies, summaries of the plot with examinations of the background and major themes, as well as suggesting topics for discussion.",0140772847,9780140772845,96.0,,NOT_MATURE,en,0140772847
,,,,,,,,,,0879016280
,['Lee W. Merideth'],2008-04-11,"The complete history of the eight vessels named Hornet, of which the most famous was her seventh incarnation, the aircraft carrier that carried Doolittle's Raiders to Japan. That Hornet was sunk a few months later. The eight Hornet served during the final 15 months of world War Two, and is the most decorated warship in the American Navy. Merideth's book doubles as a walking tour of the portions of the ship open to the public.",096262375X,9780962623752,244.0,['History'],NOT_MATURE,en,0962623741
,"['W. Nikola-Lisa', 'Mike Reed']",2000-08-01,A rhythmic tale about different updated fairy tale characters who attend a hip-hop Halloween ball.,0618070346,9780618070343,32.0,['Juvenile Fiction'],NOT_MATURE,en,0618070346
,['Lou Kassem'],1992,"Cassie becomes convinced that there is hidden treasure in Aunt Twyla's creepy old mansion, and she sets out to follow the clues that will lead her to it. Original.",0380765195,9780380765195,116.0,['Buried treasure'],NOT_MATURE,en,0380765195
,,,,,,,,,,039471332X
,,,,,,,,,,0786631023
,['James M. Kittelson'],1987-08-01,The story of the man and his career.,0806623152,9780806623153,336.0,['Lutheran Church'],NOT_MATURE,en,0806623152
,,,,,,,,,,0226320855
,['Dave Robinson'],2000,,184046092X,9781840460926,77.0,['Postmodernism'],NOT_MATURE,en,184046092X
,['Mrs. Oliphant (Margaret)'],1985,,PSU:000012902200,,536.0,['Fiction'],NOT_MATURE,en,0140161023
,,,,,,,,,,0070565112
,"['Dante Alighieri', 'Dante']",1996-10-10,"De vulgari eloquentia, written by Dante in the early years of the fourteenth century, is the only known work of medieval literary theory to have been produced by a practising poet, and the first to assert the intrinsic superiority of living, vernacular languages over Latin. Its opening consideration of language as a sign-system includes foreshadowings of twentieth-century semiotics, and later sections contain the first serious effort at literary criticism based on close analytical reading since the classical era. Steven Botterill here offers an accurate Latin text and a readable English translation of the treatise, together with notes and introductory material, thus making available a work which is relevant not only to Dante's poetry and the history of Italian literature, but to our whole understanding of late medieval poetics, linguistics, and literary practice.",9780521400640,0521400643,144.0,['Literary Criticism'],NOT_MATURE,en,0521400643
,,,,,,,,,,0517161869
,"['Tom Landry', 'Gregg Lewis']",1991,"The former coach of the Dallas Cowboys offers a personal look at his philosophy and faith, his management strategies, and his leadership standards, as well as a glimpse of the sports personalities he knows",0061040576,9780061040573,302.0,['Biography & Autobiography'],NOT_MATURE,en,0061040576
,['Gilles Néret'],2001,"Renoir's timelessly charming paintings are the embodiment of happiness, love, & beauty; it is no doubt because of this that he is the most popular of the impressionists. TASCHEN's Renoir, the most complete retrospective book of this painter's work, examines in detail the history & motivation behind the legend. Renoir was incredibly prolific, painting over 5000 works during his lifetime, though many of these were studies. For this monograph, we have chosen 600 of his masterpleces that best demonstrate his immense talent & historical importance. Gilles Neret's detailed, insightful text traces the evolution of Renoir (1841-1919) from young porcelain decorator to one of the most famous painters of his generation, including his abandonment of landscapes in favor of portraiture & his final attraction, after years of success, to painting what he loved most, the Washers descending from the Olympia & his model & servant, Gabrielle, painted as a goddess. With a complete chronology, bibliography, & index of works, as well as photos & sketches illustrating Renoir's life & work, TASCHEN's Renoir is the essential reference book for this painter of happiness & poet of love. Oh, & did we mention the gorgeous, large-format color reproductions?",3822858765,9783822858769,438.0,['Art'],NOT_MATURE,en,3822858765
